open,close,low,high,vol00,sdate
475.391,437.936,436.349,479.302,18094.54,210928
437.91,437.506,434.735,473.81,12448,210929
437.493,469.374,432.781,469.374,14278.35,210930
470.351,526.767,455.798,542.085,38632.22,211001
526.806,489.624,472.921,532.457,10799.96,211002
487.147,480.035,473.334,506.675,6686.81,211003
481.363,455.895,423.983,488.119,7501.05,211004
455.891,463.458,401.048,476.379,9814.34,211005
463.4,447.662,439.718,464.015,5871.02,211006
446.977,431.552,416.091,453.753,7508.15,211007
431.551,458.78,404.353,461.403,10408.47,211008
458.781,403.391,397.1,464.755,8130.53,211009
403.332,383.358,375.832,432.462,5132.71,211010
383.025,412.185,364.817,412.185,5405.83,211011
403.449,405.285,356.4,452.385,11021.05,211012
405.325,374.593,352.682,426.3,9627,211013
374.584,431.123,357.411,444.334,21564.74,211014
431.123,415.853,409.683,440.676,12299.13,211015
415.873,423.784,405.34,425.055,6366.1,211016
423.781,403.18,402.867,426.439,5438.34,211017
403.18,406.181,390.18,412.938,4491.71,211018
398.311,413.206,398.217,422.61,3836.81,211019
413.208,465.056,412.701,472.258,19780.33,211020
465.075,466.978,457.153,492.905,14229.81,211021
467.085,456.761,448.383,471.175,6742.68,211022
456.83,576.457,455.722,587.71,23000.83,211023
578.609,660.129,552.833,841.311,399936.81,211024
662.939,611.335,598.575,674.531,68480.02,211025
611.279,574.575,560.535,612.19,24382.62,211026
574.627,510.567,506.715,575.065,20231.1,211027
510.267,498.254,496.544,535.055,14461.8,211028
499.848,485.756,483.035,503.275,17782.94,211029
485.753,502.869,473.377,532.996,21149.05,211030
502.914,499.302,488.93,513.994,12639.7,211031
499.294,500.399,479.09,503.792,8754.57,211101
501.059,504.146,493.89,510.867,29516.42,211102
503.502,568.779,495.314,569.389,18465.62,211103
569.158,570.683,562.325,649.318,47597.27,211104
570.653,598.009,535.81,673.168,34273.44,211105
601.268,545.113,542.003,644.341,35906.37,211106
545.182,547.857,540.774,564.109,14299.23,211107
547.702,507.018,496.987,550.828,16754.09,211108
507.06,510.831,497.953,620.444,46158,211109
506.02,481.129,477.994,538.371,20562.14,211110
482.218,491.409,477.221,499.78,10362.36,211111
490.533,491.027,475.056,499.65,11404.03,211112
491.058,474.559,466.776,492.752,9254.23,211113
474.565,490.931,470.707,499.213,9632.06,211114
490.906,482.545,473.287,526.416,21258.61,211115
482.421,456.772,452.512,491.197,17632.56,211116
454.749,452.427,427.373,471.705,20874.61,211117
452.448,428.348,428.254,458.04,16467.41,211118
428.168,436.534,420.144,440.2,11393.71,211119
436.716,441.252,425.159,443.005,18230.48,211120
441.175,452.533,432.22,455.137,14376.35,211121
449.992,465.725,431.434,475.513,23738.1,211122
465.523,528.342,459.019,530.946,63820.49,211123
525.708,542.649,489.492,560.76,58607.25,211124
493.555,477.38,467.034,493.555,31516.4,211125
475.213,435.308,430.951,482.946,16134.61,211126
435.182,451.173,429.824,461.029,14421.73,211127
451.055,431.683,418.055,451.055,16406.19,211128
430.002,438.339,423.084,453.198,10950.85,211129
437.849,430.047,419.864,445.917,12954.02,211130
430.065,405.541,392.19,432.857,17712.46,211201
405.172,430.269,397.22,432.798,9937.03,211202
429.841,418.479,412.277,482.343,55836.56,211203
415.935,398.57,370.39,426.645,26897.71,211204
398.471,377.844,359.859,402.988,14739.53,211205
377.858,353.349,327.997,377.993,14122.06,211206
353.458,349.149,336.956,360.922,13338.42,211207
349.169,336.265,325.108,350.875,8586.45,211208
335.556,329,321.493,349.097,7760.81,211209
329.261,318.007,278.177,344.415,28351.13,211210
318.112,301.816,297.486,321.055,12414.3,211211
301.696,311.702,300.365,321.086,7861.29,211212
312.006,267.807,258.577,318.509,18858.17,211213
267.741,260.638,251.657,275.065,11765.04,211214
264.513,262.377,248.524,288.921,13885.12,211215
262.915,265.534,260.486,273.645,13818.2,211216
265.503,271.79,262.108,290.745,8645.82,211217
271.93,281.015,265.704,282.223,8286.88,211218
280.975,281.333,273.247,299.991,17714.95,211219
273.305,265.62,259.039,282.896,11843.39,211220
265.634,277.21,262.694,278.725,6872.7,211221
277.378,271.123,268.588,280.086,8022.14,211222
271.259,272.596,260.677,277.223,6417.23,211223
272.735,275.544,267.518,281.915,10442.06,211224
275.563,274.604,270.525,277.581,9356.71,211225
274.586,277.552,268.097,278.977,8659.41,211226
277.576,293.181,270.851,296.16,10206.54,211227
296.209,273.595,271.696,302.812,14718.59,211228
273.533,261.944,261.462,274.637,6586.58,211229
261.918,244.255,243.241,264.586,13170.04,211230
244.044,239.745,232.147,245.312,13121.6,211231
240.367,256.01,238.099,257.651,10241.32,220101
255.928,270.048,243.618,285.229,10176.3,220102
270.048,265.804,265.396,276.158,8433.85,220103
265.804,257.87,252.262,266.247,3118.04,220104
257.704,239.013,237.725,258.703,6292.46,220105
239.946,231.054,221.192,240.864,8944.04,220106
231.054,211.077,209.352,231.927,7883.28,220107
211.123,207.985,206.7,217.893,6126.97,220108
208.003,244.222,200.981,249.936,47085.62,220109
246.063,208.76,205.08,253.01,39974.13,220110
208.574,226.182,204.581,226.618,14970.73,220111
226.183,226.271,216.901,234.498,17621.18,220112
226.271,215.837,209.995,227.853,11849.98,220113
215.837,211.539,204.566,218.374,8785.12,220114
211.499,222.879,208.479,223.749,5488.2,220115
223.804,226.104,217.745,232.27,9698.96,220116
226.089,224.204,215.375,236.313,12196.59,220117
224.331,222.834,221.186,231.565,7438.04,220118
222.828,214.387,208.761,226.112,8045.02,220119
214.855,217.395,213.905,242.647,34623.53,220120
217.496,204.557,201.474,218.809,11757.39,220121
204.651,186.117,170.835,204.777,9903.99,220122
187.813,193.39,180.018,198.333,7524.99,220123
193.465,184.691,170.599,194.427,8600.85,220124
184.83,200.349,176.649,206.66,12548.69,220125
199.987,186.6,185.723,201.202,8924.28,220126
186.467,177.398,175.677,189.903,10892,220127
177.602,184.621,176.14,189.167,7028.99,220128
183.984,200.6,183.355,203.517,5624.46,220129
200.674,198.159,193.345,201.78,4550.57,220130
198.185,197.258,188.471,198.26,3413.07,220131
197.386,232.116,197.216,236.812,13640.23,220201
232.1,215.439,214.887,233.796,16715.43,220202
215.372,195.529,194.109,216.432,6778.18,220203
195.618,202.22,195.223,206.434,5596.11,220204
203.049,210.665,202.456,211.402,8640.76,220205
210.661,207.185,205.18,214.04,5439.46,220206
207.327,212.075,198.876,216.534,11417.81,220207
211.966,209.326,202.958,212.579,6159.49,220208
209.337,212.911,200.035,212.924,4320.79,220209
212.928,202.73,201.207,212.935,6886.55,220210
202.378,193.301,192.497,203.63,7825.5,220211
193.308,210.215,191.023,212.631,6537.5,220212
210.667,199.98,198.628,213.243,5316.79,220213
199.273,206.556,198.196,209.733,5243.5,220214
205.551,203.02,201.509,208.715,5178.03,220215
203.026,204.376,195.927,206.639,5253.49,220216
203.615,188.753,188.639,203.615,5270.6,220217
188.522,184.356,181.064,190.408,8811.93,220218
185.292,181.59,177.003,187.459,8503.34,220219
181.798,173.941,171.77,182.864,10319.96,220220
173.931,168.794,166.561,176.101,12253.83,220221
168.723,164.01,153.332,170.341,7884.16,220222
164.015,174.442,162.067,174.442,6168.32,220223
175.06,170.201,153.905,175.06,9152.43,220224
170.292,171.756,168.29,178.787,7097.24,220225
171.151,171.369,165.907,174.461,7446.51,220226
171.775,168.37,165.829,173.848,6656.08,220227
168.376,173.314,165.917,180.442,8595.12,220228
173.317,213.263,171.026,230.03,75279.03,220301
213.322,183.145,178.877,216.959,26446.57,220302
182.262,201.626,182.262,205.842,12320.01,220303
202.274,180.034,177.986,202.274,8201.29,220304
179.995,180.343,177.158,183.017,6890.19,220305
180.621,179.016,175.296,184.176,7098.59,220306
179.02,162.598,162.555,179.197,11258,220307
162.597,172.142,162.103,174.455,7584.39,220308
172.138,168.686,167.415,174.499,12837.53,220309
168.689,173.352,163.665,173.742,12138.2,220310
173.351,165.616,162.941,173.683,11945.69,220311
165.619,164.007,161.244,168.745,18689.17,220312
163.852,163.919,160.536,169.922,13827.61,220313
163.917,167.632,161.821,168.561,12690.78,220314
167.633,159.28,156.435,168.058,13978.92,220315
159.28,162.646,154.722,163.162,11679.42,220316
162.645,170.206,157.788,173.372,17110.66,220317
171.032,169.859,164.493,171.221,17723.08,220318
169.857,162.071,159.643,169.893,13213.94,220319
161.315,167.871,160.449,169.55,10079.21,220320
167.874,174.497,166.057,176.147,13478.38,220321
174.678,177.166,170.468,185.59,14488.97,220322
176.638,177.012,166.333,179.289,11696.59,220323
177.026,171.682,166.436,179.799,10573.13,220324
171.696,163.919,161.156,171.696,14894.48,220325
163.92,167.23,161.937,167.571,9582.26,220326
167.226,168.549,163.037,168.994,11399.48,220327
168.549,171.959,165.826,172.343,14739.6,220328
171.96,171.007,169.432,175.023,15478.55,220329
171.005,167.539,164.985,171.01,12765.21,220330
167.537,167.348,165.281,170.184,12279.05,220331
167.032,164.351,161.965,168.68,11250.47,220401
164.361,164.948,162.08,167.21,13987.7,220402
164.949,160.594,159.921,165.45,10745.39,220403
160.594,161.534,158.876,164.285,11970.81,220404
161.511,161.152,160.386,162.856,7829.88,220405
161.123,152.789,149.551,161.222,10178.84,220406
153.111,155.271,150.812,155.647,7843.22,220407
155.266,150.298,149.384,155.472,7137.19,220408
150.157,146.022,144.324,151.348,9535.57,220409
146.019,146.27,145.081,150.361,7450.44,220410
146.031,139.745,139.022,146.372,7508.33,220411
139.756,137.756,136.696,142.424,8442.41,220412
137.776,137.77,135.863,140.01,9836.19,220413
138.331,136.658,135.528,139.188,10674.18,220414
136.66,134.407,132.231,136.993,8972.31,220415
134.408,134.456,131.373,135.311,8257.71,220416
134.455,134.375,131.815,135.348,6945.04,220417
134.375,136.039,132.216,139.582,7928.37,220418
136.038,138.297,132.395,139.236,6745.86,220419
138.296,139.964,137.861,144.68,10528.71,220420
139.941,136.75,136.57,144.647,12861.9,220421
136.728,128.017,126.212,138.087,11763.19,220422
128.016,128.158,122.337,131.07,10178.28,220423
128.157,126.936,123.996,130.528,9809.78,220424
126.936,126.65,123.646,127.715,7862.35,220425
126.649,115.272,114.235,127.081,8464.19,220426
115.271,115.922,113.742,118.946,6479.89,220427
115.921,114.59,111.604,117.25,7301.21,220428
114.737,112.113,111.693,128.942,7877.34,220429
112.118,100.871,100.601,112.676,5729.67,220430
100.871,101.189,95.89,105.938,8165.86,220501
101.189,109.242,97.054,110.678,6951.42,220502
109.192,110.931,104.592,115.608,11266.91,220503
110.93,119.915,107.38,119.926,9840.87,220504
119.94,134.19,107.479,135.259,18624.15,220505
133.397,107.766,106.017,133.736,14352.82,220506
106.707,112.927,105.551,117.096,10919.42,220507
112.928,116.046,110.205,118.868,9593.48,220508
115.989,100.626,96.918,116.01,8009.68,220509
100.613,97.551,96.981,104.494,8843.16,220510
97.597,100.874,93.97,110.648,14696.09,220511
100.656,93.84,91.855,106.011,13800.58,220512
93.931,97.679,90.519,105.544,9097.34,220513
97.68,96.491,90.628,102.226,7210.36,220514
96.482,99.366,90.842,100.857,8451.67,220515
99.368,100.43,93.935,100.941,6353.01,220516
100.398,100.979,96.891,104.3,7992.37,220517
100.979,93.349,90.968,101.635,7197.53,220518
93.352,108.378,93.343,111.929,13432.56,220519
107.826,104.698,102.728,109.8,11589.96,220520
104.698,105.027,103.611,110.896,14140.42,220521
105.004,105.629,104.46,109.851,14047.03,220522
105.474,105.788,104.961,106.937,13783.65,220523
